manifest_path,mnemonic,rom_path
3ds/Danball Senki Baku Boost (Japan) (Rev 1).3ds,3ds,Danball Senki Baku Boost (Japan) (Rev 1).3ds
3ds/Danball Senki W Super Custom (Japan).3ds,3ds,Danball Senki W Super Custom (Japan).3ds
3ds/Danball Senki Wars (Japan).3ds,3ds,Danball Senki Wars (Japan).3ds
3ds/Dangerous Jiisan to 1000 nin no Otomodachi Ja (Japan).3ds,3ds,Dangerous Jiisan to 1000 nin no Otomodachi Ja (Japan).3ds
3ds/Dasshutsu Adventure - Zetsubou Yousai (Japan).3ds,3ds,Dasshutsu Adventure - Zetsubou Yousai (Japan).3ds
"3ds/Dead Heat Breakers, The (Japan).3ds",3ds,"Dead Heat Breakers, The (Japan).3ds"
"3ds/Dead or Alive - Dimensions (Europe) (En,Ja,Fr,De,Es,It).3ds",3ds,"Dead or Alive - Dimensions (Europe) (En,Ja,Fr,De,Es,It).3ds"
3ds/Deca Sporta - 3D Sports (Japan).3ds,3ds,Deca Sporta - 3D Sports (Japan).3ds
"3ds/Deca Sports Extreme (USA) (En,Fr,Es).3ds",3ds,"Deca Sports Extreme (USA) (En,Fr,Es).3ds"
"3ds/Deer Drive Legends (USA) (En,Fr,Es).3ds",3ds,"Deer Drive Legends (USA) (En,Fr,Es).3ds"
3ds/Derby Stallion Gold (Japan).3ds,3ds,Derby Stallion Gold (Japan).3ds
"3ds/Detective Pikachu (Europe) (En,Ja,Fr,De,Es,It,Zh).3ds",3ds,"Detective Pikachu (Europe) (En,Ja,Fr,De,Es,It,Zh).3ds"
3ds/Devil Summoner - Soul Hackers (Japan) (Rev 1).3ds,3ds,Devil Summoner - Soul Hackers (Japan) (Rev 1).3ds
3ds/Devil Survivor - Over Clock (Japan) (Rev 1).3ds,3ds,Devil Survivor - Over Clock (Japan) (Rev 1).3ds
3ds/Devil Survivor 2 - Break Record (Japan) (Rev 1).3ds,3ds,Devil Survivor 2 - Break Record (Japan) (Rev 1).3ds
3ds/Die drei Fragezeichen Kids - Jagd auf das Phantom (Germany).3ds,3ds,Die drei Fragezeichen Kids - Jagd auf das Phantom (Germany).3ds
3ds/Digimon Universe - Appli Monsters (Japan).3ds,3ds,Digimon Universe - Appli Monsters (Japan).3ds
3ds/Digimon World Re-Digitize Decode (Japan).3ds,3ds,Digimon World Re-Digitize Decode (Japan).3ds
"3ds/Dillon's Dead-Heat Breakers (Europe) (En,Fr,De,Es,It).3ds",3ds,"Dillon's Dead-Heat Breakers (Europe) (En,Fr,De,Es,It).3ds"
"3ds/Disney 2-Pack - Frozen - Olaf's Quest + Big Hero 6 - Battle in the Bay (Europe) (En,Fr,De,It,Nl).3ds",3ds,"Disney 2-Pack - Frozen - Olaf's Quest + Big Hero 6 - Battle in the Bay (Europe) (En,Fr,De,It,Nl).3ds"
3ds/Disney Anna to Yuki no Joou - Olaf no Okurimono (Japan).3ds,3ds,Disney Anna to Yuki no Joou - Olaf no Okurimono (Japan).3ds
"3ds/Disney Art Academy (Europe) (En,Fr,De,Es,It).3ds",3ds,"Disney Art Academy (Europe) (En,Fr,De,Es,It).3ds"
3ds/Disney Baymax - Heroes Battle (Japan).3ds,3ds,Disney Baymax - Heroes Battle (Japan).3ds
3ds/Disney Epic Mickey - Mickey no Fushigi na Bouken (Japan).3ds,3ds,Disney Epic Mickey - Mickey no Fushigi na Bouken (Japan).3ds
"3ds/Disney Epic Mickey - Power of Illusion (Europe) (En,Fr,De,Es,It,Nl,Pt).3ds",3ds,"Disney Epic Mickey - Power of Illusion (Europe) (En,Fr,De,Es,It,Nl,Pt).3ds"
"3ds/Disney Frozen - Olaf's Quest (Europe) (En,Fr,De,It,Nl).3ds",3ds,"Disney Frozen - Olaf's Quest (Europe) (En,Fr,De,It,Nl).3ds"
"3ds/Disney Infinity (Europe) (En,Fr,De,Es,It,Nl).3ds",3ds,"Disney Infinity (Europe) (En,Fr,De,Es,It,Nl).3ds"
"3ds/Disney Infinity - Toy Box Challenge (USA) (En,Fr,Es,Pt).3ds",3ds,"Disney Infinity - Toy Box Challenge (USA) (En,Fr,Es,Pt).3ds"
3ds/Disney Magic Castle - My Happy Life (Japan).3ds,3ds,Disney Magic Castle - My Happy Life (Japan).3ds
"3ds/Disney Magical World (Europe) (En,Fr,De,Es,It).3ds",3ds,"Disney Magical World (Europe) (En,Fr,De,Es,It).3ds"
"3ds/Disney Planes (Europe) (En,Fr,De,Es,It,Nl).3ds",3ds,"Disney Planes (Europe) (En,Fr,De,Es,It,Nl).3ds"
"3ds/Disney Planes - Fire & Rescue (Europe) (En,Fr,De,Es,It).3ds",3ds,"Disney Planes - Fire & Rescue (Europe) (En,Fr,De,Es,It).3ds"
"3ds/Disney Princess - My Fairytale Adventure (Spain) (En,Es).3ds",3ds,"Disney Princess - My Fairytale Adventure (Spain) (En,Es).3ds"
"3ds/Disney Violetta - Rhythm & Music (Europe) (En,Fr,De,Es,It,Pt).3ds",3ds,"Disney Violetta - Rhythm & Music (Europe) (En,Fr,De,Es,It,Pt).3ds"
"3ds/Doctor Lautrec and the Forgotten Knights (Europe) (En,Fr,De,Es,It).3ds",3ds,"Doctor Lautrec and the Forgotten Knights (Europe) (En,Fr,De,Es,It).3ds"
3ds/Doctor Lautrec to Boukyaku no Kishidan (Japan).3ds,3ds,Doctor Lautrec to Boukyaku no Kishidan (Japan).3ds
3ds/Dog School - Lovely Puppy (Japan).3ds,3ds,Dog School - Lovely Puppy (Japan).3ds
3ds/Doki Doki Precure - Narikiri Life (Japan).3ds,3ds,Doki Doki Precure - Narikiri Life (Japan).3ds
3ds/Dolly Kanon Dokidoki Tokimeki Himitsu no Ongaku Katsudou Start Desu!! (Japan).3ds,3ds,Dolly Kanon Dokidoki Tokimeki Himitsu no Ongaku Katsudou Start Desu!! (Japan).3ds
"3ds/Donkey Kong Country Returns 3D (Europe) (En,Fr,De,Es,It).3ds",3ds,"Donkey Kong Country Returns 3D (Europe) (En,Fr,De,Es,It).3ds"
"3ds/Doodle Jump Adventures (Europe) (En,Fr,De,It,Nl).3ds",3ds,"Doodle Jump Adventures (Europe) (En,Fr,De,It,Nl).3ds"
3ds/Dora-Chie - Mini-Dora Ongakutai to Nanatsu no Chie (Japan).3ds,3ds,Dora-Chie - Mini-Dora Ongakutai to Nanatsu no Chie (Japan).3ds
3ds/DoraEigo - Nobita to Yousei no Fushigi Collection (Japan).3ds,3ds,DoraEigo - Nobita to Yousei no Fushigi Collection (Japan).3ds
3ds/DoraKazu - Nobita no Suuji Daibouken (Japan).3ds,3ds,DoraKazu - Nobita no Suuji Daibouken (Japan).3ds
3ds/DoraMoji - Nobita no Kanji Daisakusen (Japan).3ds,3ds,DoraMoji - Nobita no Kanji Daisakusen (Japan).3ds
3ds/Doraemon - Jinguui Suhak Daemoheom (Korea).3ds,3ds,Doraemon - Jinguui Suhak Daemoheom (Korea).3ds
3ds/Doraemon - Nobita no Himitsu Dougu Museum (Japan).3ds,3ds,Doraemon - Nobita no Himitsu Dougu Museum (Japan).3ds
3ds/Doraemon - Nobita no Nankyoku Kachikochi Daibouken (Japan).3ds,3ds,Doraemon - Nobita no Nankyoku Kachikochi Daibouken (Japan).3ds
3ds/Doraemon - Nobita no Takarajima (Japan).3ds,3ds,Doraemon - Nobita no Takarajima (Japan).3ds
3ds/Doraemon - Nobita no Uchuu Eiyuuki (Japan).3ds,3ds,Doraemon - Nobita no Uchuu Eiyuuki (Japan).3ds
3ds/Doraemon - Nobita to Kiseki no Shima (Japan).3ds,3ds,Doraemon - Nobita to Kiseki no Shima (Japan).3ds
3ds/Doraemon - Nobita's Number Adventure (Taiwan).3ds,3ds,Doraemon - Nobita's Number Adventure (Taiwan).3ds
3ds/Doraemon - Shin Nobita no Daimakyou (Japan).3ds,3ds,Doraemon - Shin Nobita no Daimakyou (Japan).3ds
3ds/Doraemon - Shin Nobita no Nippon Tanjou (Japan).3ds,3ds,Doraemon - Shin Nobita no Nippon Tanjou (Japan).3ds
3ds/Doubutsu no Mori - Happy Home Designer (Japan) (Rev 1).3ds,3ds,Doubutsu no Mori - Happy Home Designer (Japan) (Rev 1).3ds
3ds/Downtown Nekketsu Jidaigeki (Japan).3ds,3ds,Downtown Nekketsu Jidaigeki (Japan).3ds
3ds/Downtown Nekketsu Monogatari SP (Japan).3ds,3ds,Downtown Nekketsu Monogatari SP (Japan).3ds
3ds/Downtown no Gaki no Tsukai ya Arahen de!! Zettai ni Tsukamatteha Ikenai Gasu Kurobikari Land (Japan).3ds,3ds,Downtown no Gaki no Tsukai ya Arahen de!! Zettai ni Tsukamatteha Ikenai Gasu Kurobikari Land (Japan).3ds
"3ds/Dr. Kawashima's Devilish Brain Training - Can You Stay Focused (Europe) (En,Fr,De,Es,It,Nl) (Rev 1).3ds",3ds,"Dr. Kawashima's Devilish Brain Training - Can You Stay Focused (Europe) (En,Fr,De,Es,It,Nl) (Rev 1).3ds"
"3ds/Dragon Ball Fusions (Europe) (En,Fr,De,Es,It).3ds",3ds,"Dragon Ball Fusions (Europe) (En,Fr,De,Es,It).3ds"
3ds/Dragon Ball Heroes - Ultimate Mission (Japan).3ds,3ds,Dragon Ball Heroes - Ultimate Mission (Japan).3ds
3ds/Dragon Ball Z - Chogunggeuk Mutujeon (Korea).3ds,3ds,Dragon Ball Z - Chogunggeuk Mutujeon (Korea).3ds
"3ds/Dragon Ball Z - Extreme Butoden (Europe) (En,Fr,De,Es,It).3ds",3ds,"Dragon Ball Z - Extreme Butoden (Europe) (En,Fr,De,Es,It).3ds"
3ds/Dragon Quest Monsters - Joker 3 (Japan).3ds,3ds,Dragon Quest Monsters - Joker 3 (Japan).3ds
3ds/Dragon Quest Monsters - Terry no Wonderland 3D (Japan).3ds,3ds,Dragon Quest Monsters - Terry no Wonderland 3D (Japan).3ds
3ds/Dragon Quest Monsters 2 - Iru to Ruka no Fushigi na Fushigi na Kagi (Japan).3ds,3ds,Dragon Quest Monsters 2 - Iru to Ruka no Fushigi na Fushigi na Kagi (Japan).3ds
3ds/Dragon Quest VII - Eden no Senshi-tachi (Japan).3ds,3ds,Dragon Quest VII - Eden no Senshi-tachi (Japan).3ds
"3ds/Dragon Quest VII - Fragments of the Forgotten Past (Europe) (En,Fr,De,Es,It).3ds",3ds,"Dragon Quest VII - Fragments of the Forgotten Past (Europe) (En,Fr,De,Es,It).3ds"
"3ds/Dragon Quest VIII - Journey of the Cursed King (Europe) (En,Fr,De,Es,It).3ds",3ds,"Dragon Quest VIII - Journey of the Cursed King (Europe) (En,Fr,De,Es,It).3ds"
3ds/Dragon Quest VIII - Sora to Umi to Daichi to Norowareshi Himegimi (Japan).3ds,3ds,Dragon Quest VIII - Sora to Umi to Daichi to Norowareshi Himegimi (Japan).3ds
3ds/Dragon Quest XI - Sugi Sarishi Toki o Motomete (Japan).3ds,3ds,Dragon Quest XI - Sugi Sarishi Toki o Motomete (Japan).3ds
3ds/Dream Girl Premier (Japan).3ds,3ds,Dream Girl Premier (Japan).3ds
"3ds/Dream Trigger 3D (Europe) (En,Fr,Es).3ds",3ds,"Dream Trigger 3D (Europe) (En,Fr,Es).3ds"
"3ds/DreamWorks Super Star Kartz (Europe) (En,Fr,De,Es,It,Nl,Sv).3ds",3ds,"DreamWorks Super Star Kartz (Europe) (En,Fr,De,Es,It,Nl,Sv).3ds"
"3ds/Driver - Renegade 3D (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da).3ds",3ds,"Driver - Renegade 3D (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da).3ds"
"3ds/DualPenSports (Europe) (En,Fr,De,Es,It).3ds",3ds,"DualPenSports (Europe) (En,Fr,De,Es,It).3ds"
3ds/Duck Dynasty (USA).3ds,3ds,Duck Dynasty (USA).3ds
3ds/E.X. Troopers (Japan).3ds,3ds,E.X. Troopers (Japan).3ds
3ds/ESSE Rakuraku Kakeibo (Japan).3ds,3ds,ESSE Rakuraku Kakeibo (Japan).3ds
3ds/Earthpedia (Japan).3ds,3ds,Earthpedia (Japan).3ds
3ds/Elminage Gothic 3D Remix - Ulm Zakir to Yami no Gishiki (Japan).3ds,3ds,Elminage Gothic 3D Remix - Ulm Zakir to Yami no Gishiki (Japan).3ds
3ds/Elminage Ibun - Ame no Mihashira Kai (Japan) (Rev 1).3ds,3ds,Elminage Ibun - Ame no Mihashira Kai (Japan) (Rev 1).3ds
3ds/Elminage Imullok - Hwanseyomajeon - Ame no Mihashira (Korea).3ds,3ds,Elminage Imullok - Hwanseyomajeon - Ame no Mihashira (Korea).3ds
3ds/Etrian Mystery Dungeon (Europe).3ds,3ds,Etrian Mystery Dungeon (Europe).3ds
3ds/Etrian Odyssey 2 Untold - The Fafnir Knight (Europe).3ds,3ds,Etrian Odyssey 2 Untold - The Fafnir Knight (Europe).3ds
3ds/Etrian Odyssey IV - Legends of the Titan (Europe).3ds,3ds,Etrian Odyssey IV - Legends of the Titan (Europe).3ds
3ds/Etrian Odyssey Nexus (Europe).3ds,3ds,Etrian Odyssey Nexus (Europe).3ds
3ds/Etrian Odyssey Untold - The Millennium Girl (Europe).3ds,3ds,Etrian Odyssey Untold - The Millennium Girl (Europe).3ds
3ds/Etrian Odyssey V - Beyond the Myth (Europe).3ds,3ds,Etrian Odyssey V - Beyond the Myth (Europe).3ds
"3ds/Ever Oasis (Europe) (En,Fr,De,Es,It,Nl).3ds",3ds,"Ever Oasis (Europe) (En,Fr,De,Es,It,Nl).3ds"
3ds/Ever Oasis - Seirei to Tanebito no Mirage (Japan).3ds,3ds,Ever Oasis - Seirei to Tanebito no Mirage (Japan).3ds
3ds/Exstetra (Japan).3ds,3ds,Exstetra (Japan).3ds
"3ds/F1 2011 (Europe) (En,Fr,De,Es,It).3ds",3ds,"F1 2011 (Europe) (En,Fr,De,Es,It).3ds"
"3ds/FIFA 12 (Europe) (De,Es,It) (Rev 1).3ds",3ds,"FIFA 12 (Europe) (De,Es,It) (Rev 1).3ds"
"3ds/FIFA 14 - Legacy Edition (Europe) (De,Es,It).3ds",3ds,"FIFA 14 - Legacy Edition (Europe) (De,Es,It).3ds"
"3ds/FIFA Soccer 12 (USA) (En,Fr,Es).3ds",3ds,"FIFA Soccer 12 (USA) (En,Fr,Es).3ds"
3ds/FabStyle (Japan).3ds,3ds,FabStyle (Japan).3ds
3ds/Face Racers - Photo Finish (USA).3ds,3ds,Face Racers - Photo Finish (USA).3ds
3ds/Famicom Remix Best Choice (Japan).3ds,3ds,Famicom Remix Best Choice (Japan).3ds
"3ds/Fantasy Life (Europe) (En,Fr,De,Es,It).3ds",3ds,"Fantasy Life (Europe) (En,Fr,De,Es,It).3ds"
3ds/Fantasy Life Link! (Japan).3ds,3ds,Fantasy Life Link! (Japan).3ds
"3ds/Farming Simulator 14 (Europe) (En,Fr,De,Es,It,Pt,Ru).3ds",3ds,"Farming Simulator 14 (Europe) (En,Fr,De,Es,It,Pt,Ru).3ds"
3ds/Farming Simulator 14 - Pocket Nouen 2 (Japan).3ds,3ds,Farming Simulator 14 - Pocket Nouen 2 (Japan).3ds
"3ds/Farmscapes (Europe) (Fr,Nl).3ds",3ds,"Farmscapes (Europe) (Fr,Nl).3ds"
"3ds/Fast & Furious - Showdown (Europe) (En,Fr,De,Es,It).3ds",3ds,"Fast & Furious - Showdown (Europe) (En,Fr,De,Es,It).3ds"
3ds/Fate Kaleid Liner - Prisma Illya (Japan).3ds,3ds,Fate Kaleid Liner - Prisma Illya (Japan).3ds
"3ds/Final Fantasy Explorers (Europe) (En,Fr).3ds",3ds,"Final Fantasy Explorers (Europe) (En,Fr).3ds"
"3ds/Finding Nemo - Escape to the Big Blue - Special Edition (Europe) (En,Fr,De,Es,It,Nl).3ds",3ds,"Finding Nemo - Escape to the Big Blue - Special Edition (Europe) (En,Fr,De,Es,It,Nl).3ds"
"3ds/Fire Emblem - Awakening (Europe) (En,Fr,De,Es,It).3ds",3ds,"Fire Emblem - Awakening (Europe) (En,Fr,De,Es,It).3ds"
3ds/Fire Emblem - Kakusei (Japan) (Rev 1).3ds,3ds,Fire Emblem - Kakusei (Japan) (Rev 1).3ds
"3ds/Fire Emblem Echoes - Mou Hitori no Eiyuu Ou (Japan) (Ja,Zh) (Rev 1).3ds",3ds,"Fire Emblem Echoes - Mou Hitori no Eiyuu Ou (Japan) (Ja,Zh) (Rev 1).3ds"
"3ds/Fire Emblem Echoes - Shadows of Valentia (Europe) (En,Fr,De,Es,It,Nl).3ds",3ds,"Fire Emblem Echoes - Shadows of Valentia (Europe) (En,Fr,De,Es,It,Nl).3ds"
3ds/Fire Emblem Echoes - Tto Hanaui Yeongungwang (Korea).3ds,3ds,Fire Emblem Echoes - Tto Hanaui Yeongungwang (Korea).3ds
"3ds/Fire Emblem Fates - Birthright (Europe) (En,Fr,De,Es,It).3ds",3ds,"Fire Emblem Fates - Birthright (Europe) (En,Fr,De,Es,It).3ds"
"3ds/Fire Emblem Fates - Conquest (Europe) (En,Fr,De,Es,It).3ds",3ds,"Fire Emblem Fates - Conquest (Europe) (En,Fr,De,Es,It).3ds"
"3ds/Fire Emblem Fates - Limited Edition (Europe) (En,Fr,De,Es,It).3ds",3ds,"Fire Emblem Fates - Limited Edition (Europe) (En,Fr,De,Es,It).3ds"
3ds/Fire Emblem If (Korea).3ds,3ds,Fire Emblem If (Korea).3ds
3ds/Fire Emblem If - Anya Oukoku (Japan).3ds,3ds,Fire Emblem If - Anya Oukoku (Japan).3ds
3ds/Fire Emblem If - Special Edition (Japan).3ds,3ds,Fire Emblem If - Special Edition (Japan).3ds
"3ds/Fireman Sam - To the Rescue (Europe) (En,Fr,De,Es,It,Nl).3ds",3ds,"Fireman Sam - To the Rescue (Europe) (En,Fr,De,Es,It,Nl).3ds"
3ds/Fish Eyes 3D (Japan) (Rev 1).3ds,3ds,Fish Eyes 3D (Japan) (Rev 1).3ds
3ds/Fishing 3D (Japan).3ds,3ds,Fishing 3D (Japan).3ds
"3ds/Flap Flap (Europe) (En,Fr,De,It,Nl).3ds",3ds,"Flap Flap (Europe) (En,Fr,De,It,Nl).3ds"
"3ds/Fossil Fighters - Frontier (Europe) (En,Fr,De,Es,It).3ds",3ds,"Fossil Fighters - Frontier (Europe) (En,Fr,De,Es,It).3ds"
3ds/Fragrant Story (USA).3ds,3ds,Fragrant Story (USA).3ds
"3ds/Freakyforms Deluxe - Your Creations, Alive! (Europe) (En,Fr,De,Es,It).3ds",3ds,"Freakyforms Deluxe - Your Creations, Alive! (Europe) (En,Fr,De,Es,It).3ds"
"3ds/Frogger 3D (Europe) (En,Fr,De,Es,It).3ds",3ds,"Frogger 3D (Europe) (En,Fr,De,Es,It).3ds"
3ds/Fujiko F. Fujio Characters Daishuugou! SF Dotabata Party!! (Japan).3ds,3ds,Fujiko F. Fujio Characters Daishuugou! SF Dotabata Party!! (Japan).3ds
"3ds/Funfair Party Games (Europe) (En,Fr).3ds",3ds,"Funfair Party Games (Europe) (En,Fr).3ds"
"3ds/Funky Barn 3D (Europe) (En,Fr,De,Es,It).3ds",3ds,"Funky Barn 3D (Europe) (En,Fr,De,Es,It).3ds"
3ds/Future Card Buddyfight - Mezase! Buddy Champion! (Japan).3ds,3ds,Future Card Buddyfight - Mezase! Buddy Champion! (Japan).3ds
3ds/Future Card Buddyfight - Tanjou! Ore-tachi no Saikyou Buddy! (Japan).3ds,3ds,Future Card Buddyfight - Tanjou! Ore-tachi no Saikyou Buddy! (Japan).3ds
3ds/Future Card Buddyfight - Yuujou no Bakunetsu Fight! (Japan).3ds,3ds,Future Card Buddyfight - Yuujou no Bakunetsu Fight! (Japan).3ds
3ds/G1 Grand Prix (Japan).3ds,3ds,G1 Grand Prix (Japan).3ds
"3ds/Gabrielle's Ghostly Groove 3D (Europe) (En,Fr,De,Es,It) (Rev 1).3ds",3ds,"Gabrielle's Ghostly Groove 3D (Europe) (En,Fr,De,Es,It) (Rev 1).3ds"
3ds/Gaist Crusher (Japan).3ds,3ds,Gaist Crusher (Japan).3ds
3ds/Game Center CX - 3-Choume no Arino (Japan).3ds,3ds,Game Center CX - 3-Choume no Arino (Japan).3ds
"3ds/Games Festival 1 (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi).3ds",3ds,"Games Festival 1 (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi).3ds"
"3ds/Gardening Mama - Forest Friends (Europe) (En,Fr,De,Es,It).3ds",3ds,"Gardening Mama - Forest Friends (Europe) (En,Fr,De,Es,It).3ds"
3ds/Gardening Mama - Mama to Mori no Nakama-tachi (Japan).3ds,3ds,Gardening Mama - Mama to Mori no Nakama-tachi (Japan).3ds
3ds/Gardening Mama - Mamawa Sup Sok Chingudeul (Korea).3ds,3ds,Gardening Mama - Mamawa Sup Sok Chingudeul (Korea).3ds
"3ds/Gardenscapes (Europe) (En,Fr,De,Nl).3ds",3ds,"Gardenscapes (Europe) (En,Fr,De,Nl).3ds"
"3ds/Garfield Kart (Europe) (En,Fr,De,Es,It).3ds",3ds,"Garfield Kart (Europe) (En,Fr,De,Es,It).3ds"
3ds/Gem Smashers (USA).3ds,3ds,Gem Smashers (USA).3ds
"3ds/Generator Rex - Agent of Providence (Europe) (En,Fr,De,Es,It).3ds",3ds,"Generator Rex - Agent of Providence (Europe) (En,Fr,De,Es,It).3ds"
3ds/Girls Fashion 3D - Mezase! Top Stylist (Japan).3ds,3ds,Girls Fashion 3D - Mezase! Top Stylist (Japan).3ds
3ds/Girls Mode 3 - Kirakira Code (Japan) (Rev 2).3ds,3ds,Girls Mode 3 - Kirakira Code (Japan) (Rev 2).3ds
3ds/Girls Mode 4 - Star & Stylist (Japan).3ds,3ds,Girls Mode 4 - Star & Stylist (Japan).3ds
3ds/Girls RPG - Cinderellife (Japan).3ds,3ds,Girls RPG - Cinderellife (Japan).3ds
3ds/Girls Style - Fashion Leader Seoneon! (Korea).3ds,3ds,Girls Style - Fashion Leader Seoneon! (Korea).3ds
"3ds/Girls' Fashion Shoot (Europe) (En,Fr).3ds",3ds,"Girls' Fashion Shoot (Europe) (En,Fr).3ds"
3ds/Go! Go! Kokopolo - Harmonious Forest Revenge (USA).3ds,3ds,Go! Go! Kokopolo - Harmonious Forest Revenge (USA).3ds
3ds/Go! Go! Kokopolo 3D - Space Recipe For Disaster (USA).3ds,3ds,Go! Go! Kokopolo 3D - Space Recipe For Disaster (USA).3ds
3ds/Go! Princess PreCure - Sugar Oukoku to 6-nin no Princess! (Japan).3ds,3ds,Go! Princess PreCure - Sugar Oukoku to 6-nin no Princess! (Japan).3ds
3ds/Gon BakuBaku BakuBaku Adventure (Japan).3ds,3ds,Gon BakuBaku BakuBaku Adventure (Japan).3ds
3ds/Gon WaguWagu Adventure (Korea).3ds,3ds,Gon WaguWagu Adventure (Korea).3ds
3ds/Goosebumps - The Game (Europe).3ds,3ds,Goosebumps - The Game (Europe).3ds
3ds/Gotouchi Tetsudou - Gotouchi Chara to Nihon Zenkoku no Tabi (Japan).3ds,3ds,Gotouchi Tetsudou - Gotouchi Chara to Nihon Zenkoku no Tabi (Japan).3ds
"3ds/Grande LEGO Aventure - Le Jeu Video, La (France) (En,Fr,Es,It,Nl,Da).3ds",3ds,"Grande LEGO Aventure - Le Jeu Video, La (France) (En,Fr,Es,It,Nl,Da).3ds"
"3ds/Gravity Falls - Legend of the Gnome Gemulets (Europe) (En,Fr,De,Es,It).3ds",3ds,"Gravity Falls - Legend of the Gnome Gemulets (Europe) (En,Fr,De,Es,It).3ds"
"3ds/Green Lantern - Rise of the Manhunters (Europe) (En,Fr,De,Es,It,Nl).3ds",3ds,"Green Lantern - Rise of the Manhunters (Europe) (En,Fr,De,Es,It,Nl).3ds"
3ds/Gudetama - Hanjuku de Tanomuwa (Japan).3ds,3ds,Gudetama - Hanjuku de Tanomuwa (Japan).3ds
3ds/Gudetama - Okawari Ikagassuka (Japan).3ds,3ds,Gudetama - Okawari Ikagassuka (Japan).3ds
3ds/Guild01 (Japan).3ds,3ds,Guild01 (Japan).3ds
"3ds/Gummy Bears - Magical Medallion (Europe) (En,Fr,De,Es,It,Nl).3ds",3ds,"Gummy Bears - Magical Medallion (Europe) (En,Fr,De,Es,It,Nl).3ds"
3ds/Gundam - The 3D Battle (Japan).3ds,3ds,Gundam - The 3D Battle (Japan).3ds
3ds/Gundam Try Age SP (Japan).3ds,3ds,Gundam Try Age SP (Japan).3ds
3ds/Guruguru Tamagotchi! (Japan).3ds,3ds,Guruguru Tamagotchi! (Japan).3ds
3ds/Gyakuten Saiban 123 - Naruhodo Selection (Japan).3ds,3ds,Gyakuten Saiban 123 - Naruhodo Selection (Japan).3ds
3ds/Gyakuten Saiban 4 (Japan).3ds,3ds,Gyakuten Saiban 4 (Japan).3ds
3ds/Haikyu!! Cross Team Match! (Japan).3ds,3ds,Haikyu!! Cross Team Match! (Japan).3ds
3ds/Haikyu!! Tsunage! Itadaki no Keshiki!! (Japan).3ds,3ds,Haikyu!! Tsunage! Itadaki no Keshiki!! (Japan).3ds
3ds/Hako Boy! Hakozume Box (Japan).3ds,3ds,Hako Boy! Hakozume Box (Japan).3ds
3ds/Hakuoki - Memories of the Shinsengumi (Europe).3ds,3ds,Hakuoki - Memories of the Shinsengumi (Europe).3ds
3ds/Hakuouki 3D (Japan).3ds,3ds,Hakuouki 3D (Japan).3ds
3ds/Hamatora - Look at Smoking World (Japan).3ds,3ds,Hamatora - Look at Smoking World (Japan).3ds
3ds/Hana to Ikimono Rittai Zukan (Japan) (Rev 1).3ds,3ds,Hana to Ikimono Rittai Zukan (Japan) (Rev 1).3ds
3ds/Happiness Charge PreCure! Kawarun Collection (Japan).3ds,3ds,Happiness Charge PreCure! Kawarun Collection (Japan).3ds
3ds/Happy Animal Bokujou (Japan).3ds,3ds,Happy Animal Bokujou (Japan).3ds
"3ds/Happy Feet Two (Europe) (En,Fr,De,Es,It,Nl).3ds",3ds,"Happy Feet Two (Europe) (En,Fr,De,Es,It,Nl).3ds"
"3ds/Harvest Moon - Skytree Village (Europe) (En,Fr,De,Es).3ds",3ds,"Harvest Moon - Skytree Village (Europe) (En,Fr,De,Es).3ds"
"3ds/Harvest Moon - The Lost Valley (Europe) (En,Fr,De,Es).3ds",3ds,"Harvest Moon - The Lost Valley (Europe) (En,Fr,De,Es).3ds"
3ds/Harvest Moon 3D - A New Beginning (Europe).3ds,3ds,Harvest Moon 3D - A New Beginning (Europe).3ds
"3ds/Harvest Moon 3D - The Tale of Two Towns (Europe) (En,Fr,De) (Rev 1).3ds",3ds,"Harvest Moon 3D - The Tale of Two Towns (Europe) (En,Fr,De) (Rev 1).3ds"
3ds/Hatsune Miku - Project Mirai DX (Europe).3ds,3ds,Hatsune Miku - Project Mirai DX (Europe).3ds
3ds/Hatsune Miku and Future Stars - Project Mirai (Japan).3ds,3ds,Hatsune Miku and Future Stars - Project Mirai (Japan).3ds
"3ds/Heavy Fire - The Chosen Few 3D (Europe) (En,Fr,De,Es,It).3ds",3ds,"Heavy Fire - The Chosen Few 3D (Europe) (En,Fr,De,Es,It).3ds"
"3ds/Hello Kitty & Friends - Rock n' World Tour (Europe) (En,Fr,De,Es,It).3ds",3ds,"Hello Kitty & Friends - Rock n' World Tour (Europe) (En,Fr,De,Es,It).3ds"
"3ds/Hello Kitty Happy Happy Family (Europe) (En,Fr,De,Es,It,Nl).3ds",3ds,"Hello Kitty Happy Happy Family (Europe) (En,Fr,De,Es,It,Nl).3ds"
"3ds/Hello Kitty Picnic with Sanrio Characters (Europe) (En,Fr,De,Es,It).3ds",3ds,"Hello Kitty Picnic with Sanrio Characters (Europe) (En,Fr,De,Es,It).3ds"
