manifest_path,mnemonic,rom_path
nds/Kids Learn & Play - Pets & Vets Bundle (USA).nds,nds,Kids Learn & Play - Pets & Vets Bundle (USA).nds
nds/Kids Learn - 2Think - A+ Edition (USA).nds,nds,Kids Learn - 2Think - A+ Edition (USA).nds
nds/Kids Learn - Math - A+ Edition (USA).nds,nds,Kids Learn - Math - A+ Edition (USA).nds
nds/Kids Learn - Math and Spelling Bundle (USA).nds,nds,Kids Learn - Math and Spelling Bundle (USA).nds
nds/Kids Learn - Spelling and Grammar - A+ Edition (USA).nds,nds,Kids Learn - Spelling and Grammar - A+ Edition (USA).nds
nds/Kids Learn Music - A+ Edition (USA) (NDSi Enhanced).nds,nds,Kids Learn Music - A+ Edition (USA) (NDSi Enhanced).nds
"nds/Kirby - Mouse Attack (Europe) (En,Fr,De,Es,It).nds",nds,"Kirby - Mouse Attack (Europe) (En,Fr,De,Es,It).nds"
"nds/Kirby - Power Paintbrush (Europe) (En,Fr,De,Es,It).nds",nds,"Kirby - Power Paintbrush (Europe) (En,Fr,De,Es,It).nds"
"nds/Kirikou et les Betes Sauvages (Europe) (En,Fr,De,Es,It) [b].nds",nds,"Kirikou et les Betes Sauvages (Europe) (En,Fr,De,Es,It) [b].nds"
"nds/Knock 'Em Downs - World's Fair (USA) (En,Es).nds",nds,"Knock 'Em Downs - World's Fair (USA) (En,Es).nds"
"nds/Know How - Spielend um die Ecke denken (Europe) (En,Fr,De,Es,It).nds",nds,"Know How - Spielend um die Ecke denken (Europe) (En,Fr,De,Es,It).nds"
"nds/Know How 2 (Europe) (En,Fr,De,Es,It) (NDSi Enhanced).nds",nds,"Know How 2 (Europe) (En,Fr,De,Es,It) (NDSi Enhanced).nds"
"nds/LEGO Friends (USA) (En,Fr,Es,Pt).nds",nds,"LEGO Friends (USA) (En,Fr,Es,Pt).nds"
"nds/LEGO Legends of Chima - Laval's Journey (USA) (En,Fr,Es,Pt).nds",nds,"LEGO Legends of Chima - Laval's Journey (USA) (En,Fr,Es,Pt).nds"
"nds/LEGO Marvel Super Heroes - Universe in Peril (USA) (En,Fr,Es,Pt).nds",nds,"LEGO Marvel Super Heroes - Universe in Peril (USA) (En,Fr,Es,Pt).nds"
"nds/LEGO Ninjago - The Videogame (Europe) (En,Fr,De,Es,It,Nl,Da) (Rev 1).nds",nds,"LEGO Ninjago - The Videogame (Europe) (En,Fr,De,Es,It,Nl,Da) (Rev 1).nds"
"nds/Learning Maths (Europe) (En,Fr,It).nds",nds,"Learning Maths (Europe) (En,Fr,It).nds"
nds/Learning To Spell (USA).nds,nds,Learning To Spell (USA).nds
"nds/Left or Right - Ambidextrous Challenge (Europe) (En,Fr,De,Es,It).nds",nds,"Left or Right - Ambidextrous Challenge (Europe) (En,Fr,De,Es,It).nds"
"nds/Legend of Kage 2, The (USA) (En,Fr,De,Es,It).nds",nds,"Legend of Kage 2, The (USA) (En,Fr,De,Es,It).nds"
"nds/Legend of Spyro, The - A New Beginning (USA).nds",nds,"Legend of Spyro, The - A New Beginning (USA).nds"
"nds/Legend of Spyro, The - Dawn of the Dragon (USA) (En,Fr,De,Es,It,Nl).nds",nds,"Legend of Spyro, The - Dawn of the Dragon (USA) (En,Fr,De,Es,It,Nl).nds"
"nds/Legend of Spyro, The - The Eternal Night (USA).nds",nds,"Legend of Spyro, The - The Eternal Night (USA).nds"
"nds/Legend of Zelda, The - Phantom Hourglass (USA) (En,Fr,Es).nds",nds,"Legend of Zelda, The - Phantom Hourglass (USA) (En,Fr,Es).nds"
"nds/Legend of Zelda, The - Spirit Tracks (USA) (En,Fr,Es) (Rev 1).nds",nds,"Legend of Zelda, The - Spirit Tracks (USA) (En,Fr,Es) (Rev 1).nds"
"nds/Legend of Zelda, The - Twilight Princess - Preview Trailer (USA) (Promo).nds",nds,"Legend of Zelda, The - Twilight Princess - Preview Trailer (USA) (Promo).nds"
"nds/Legendary Starfy, The (USA).nds",nds,"Legendary Starfy, The (USA).nds"
"nds/Lernerfolg Grundschule - Mathematik Intensiv - Klasse 1-4 (Europe) (En,Fr,De,Es,It,Tr).nds",nds,"Lernerfolg Grundschule - Mathematik Intensiv - Klasse 1-4 (Europe) (En,Fr,De,Es,It,Tr).nds"
"nds/Let's Play Firemen (Europe) (En,Fr,De,Es,It).nds",nds,"Let's Play Firemen (Europe) (En,Fr,De,Es,It).nds"
"nds/Let's Play Mums (Europe) (En,Fr,De,Es,It).nds",nds,"Let's Play Mums (Europe) (En,Fr,De,Es,It).nds"
"nds/Let's Play Schools (Europe) (En,Fr,De,Es,It).nds",nds,"Let's Play Schools (Europe) (En,Fr,De,Es,It).nds"
"nds/Let's Play Shops (Europe) (En,Fr,De,Es,It).nds",nds,"Let's Play Shops (Europe) (En,Fr,De,Es,It).nds"
"nds/Liberty Pass Distribution (Europe) (En,Ja) (Wi-Fi Kiosk) (Save Data).nds",nds,"Liberty Pass Distribution (Europe) (En,Ja) (Wi-Fi Kiosk) (Save Data).nds"
"nds/LifeSigns - Hospital Affairs (Europe) (En,Fr,De,Es,It).nds",nds,"LifeSigns - Hospital Affairs (Europe) (En,Fr,De,Es,It).nds"
"nds/Line Rider - Freestyle (Europe) (En,Fr,De,Es,It).nds",nds,"Line Rider - Freestyle (Europe) (En,Fr,De,Es,It).nds"
"nds/Little Mermaid, The - Ariel's Undersea Adventure (USA) (En,Fr,De,Es,It).nds",nds,"Little Mermaid, The - Ariel's Undersea Adventure (USA) (En,Fr,De,Es,It).nds"
"nds/Looney Tunes - Cartoon Concerto (Europe) (En,Fr,De,Es,It).nds",nds,"Looney Tunes - Cartoon Concerto (Europe) (En,Fr,De,Es,It).nds"
"nds/Lord of the Rings, The - Aragorn's Quest (USA) (En,Fr,Es,Pt).nds",nds,"Lord of the Rings, The - Aragorn's Quest (USA) (En,Fr,Es,Pt).nds"
"nds/Lord of the Rings, The - Conquest (USA) (En,Fr,De,Es,It).nds",nds,"Lord of the Rings, The - Conquest (USA) (En,Fr,De,Es,It).nds"
"nds/Lost Treasures of Alexandria, The (Europe) (En,Fr,De,Nl).nds",nds,"Lost Treasures of Alexandria, The (Europe) (En,Fr,De,Nl).nds"
"nds/Love Is... in Bloom - The Flower Shop Garden (Europe) (En,Fr,De,Es,It,Nl,Ru).nds",nds,"Love Is... in Bloom - The Flower Shop Garden (Europe) (En,Fr,De,Es,It,Nl,Ru).nds"
nds/Lovely Lisa and Friends (USA) (NDSi Enhanced).nds,nds,Lovely Lisa and Friends (USA) (NDSi Enhanced).nds
nds/Lunar - Genesis (Europe).nds,nds,Lunar - Genesis (Europe).nds
nds/MX vs. ATV Untamed (USA).nds,nds,MX vs. ATV Untamed (USA).nds
"nds/Madagascar 3 - Europe's Most Wanted (Europe) (En,Fr,De,Es,It,Nl,Ru).nds",nds,"Madagascar 3 - Europe's Most Wanted (Europe) (En,Fr,De,Es,It,Nl,Ru).nds"
"nds/Magic Made Fun - Perform Tricks That Will Amaze Your Friends! (Europe) (En,Fr,De,Es,It).nds",nds,"Magic Made Fun - Perform Tricks That Will Amaze Your Friends! (Europe) (En,Fr,De,Es,It).nds"
"nds/Magic Roundabout, The (Europe) (En,Fr,De,Es,It,Nl).nds",nds,"Magic Roundabout, The (Europe) (En,Fr,De,Es,It,Nl).nds"
"nds/Magic School Bus, The - Oceans (USA).nds",nds,"Magic School Bus, The - Oceans (USA).nds"
"nds/Mahjongg - Ancient Mayas (Europe) (En,Fr,De,Es,It).nds",nds,"Mahjongg - Ancient Mayas (Europe) (En,Fr,De,Es,It).nds"
nds/Mahjongg Mysteries - Ancient Egypt (USA).nds,nds,Mahjongg Mysteries - Ancient Egypt (USA).nds
nds/Mama's Combo Pack - Volume 1 (USA).nds,nds,Mama's Combo Pack - Volume 1 (USA).nds
nds/Mama's Combo Pack - Volume 2 (USA).nds,nds,Mama's Combo Pack - Volume 2 (USA).nds
nds/Manaphy Distribution 2007 (USA) (Wi-Fi Kiosk) (Save Data).nds,nds,Manaphy Distribution 2007 (USA) (Wi-Fi Kiosk) (Save Data).nds
"nds/Mario vs. Donkey Kong - Mini-Land Mayhem! (USA) (En,Fr,Es) (Rev 1) (NDSi Enhanced).nds",nds,"Mario vs. Donkey Kong - Mini-Land Mayhem! (USA) (En,Fr,Es) (Rev 1) (NDSi Enhanced).nds"
nds/Mario vs. Donkey Kong 2 - March of the Minis (USA).nds,nds,Mario vs. Donkey Kong 2 - March of the Minis (USA).nds
"nds/Mary King's Riding School (Europe) (En,Fr,De,Es,It).nds",nds,"Mary King's Riding School (Europe) (En,Fr,De,Es,It).nds"
"nds/Master All Classics (Europe) (En,Fr,De,Es,It).nds",nds,"Master All Classics (Europe) (En,Fr,De,Es,It).nds"
"nds/Matchstick Puzzle by DS (Europe) (En,Fr,De,Es,It).nds",nds,"Matchstick Puzzle by DS (Europe) (En,Fr,De,Es,It).nds"
"nds/Maths Play - Have Fun with Numbers! (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da).nds",nds,"Maths Play - Have Fun with Numbers! (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da).nds"
"nds/Maus DS (Europe) (En,Fr,De,Es,It).nds",nds,"Maus DS (Europe) (En,Fr,De,Es,It).nds"
"nds/Mein Beautyhotel fuer Tiere (Germany) (En,De).nds",nds,"Mein Beautyhotel fuer Tiere (Germany) (En,De).nds"
"nds/Meine Tierarztpraxis (Germany) (En,De).nds",nds,"Meine Tierarztpraxis (Germany) (En,De).nds"
"nds/Meine Tierarztpraxis - SOS am Ozean (Europe) (En,De) (NDSi Enhanced).nds",nds,"Meine Tierarztpraxis - SOS am Ozean (Europe) (En,De) (NDSi Enhanced).nds"
"nds/Meine Tierpension (Germany) (En,De).nds",nds,"Meine Tierpension (Germany) (En,De).nds"
"nds/Meine Tierpension 2 (Germany) (En,De).nds",nds,"Meine Tierpension 2 (Germany) (En,De).nds"
"nds/Meine Tierschule (Germany) (En,De).nds",nds,"Meine Tierschule (Germany) (En,De).nds"
"nds/Meloetta Distribution 2013 (USA, Europe) (En,Fr,De,Es,It) (Wi-Fi Kiosk) (Save Data).nds",nds,"Meloetta Distribution 2013 (USA, Europe) (En,Fr,De,Es,It) (Wi-Fi Kiosk) (Save Data).nds"
"nds/Mi Escuela de Equitacion (Europe) (En,Fr,De,Es).nds",nds,"Mi Escuela de Equitacion (Europe) (En,Fr,De,Es).nds"
"nds/Miami Crisis (Europe) (En,Fr,De,Es,It).nds",nds,"Miami Crisis (Europe) (En,Fr,De,Es,It).nds"
"nds/Mijn Dierenpraktijk (Netherlands) (En,Nl).nds",nds,"Mijn Dierenpraktijk (Netherlands) (En,Nl).nds"
"nds/Mijn Dierenschool (Netherlands) (En,Nl).nds",nds,"Mijn Dierenschool (Netherlands) (En,Nl).nds"
nds/Mimi's Party Fun! (USA).nds,nds,Mimi's Party Fun! (USA).nds
"nds/MinDStorm - Train Your Brain (Europe) (En,Fr,De,Es,It).nds",nds,"MinDStorm - Train Your Brain (Europe) (En,Fr,De,Es,It).nds"
"nds/Mind. Body. Soul. - Blend-It (Europe) (En,Fr,De,Es,It).nds",nds,"Mind. Body. Soul. - Blend-It (Europe) (En,Fr,De,Es,It).nds"
"nds/Mind. Body. Soul. - Nutrition Matters (Europe) (En,Fr,De,Es,It).nds",nds,"Mind. Body. Soul. - Nutrition Matters (Europe) (En,Fr,De,Es,It).nds"
"nds/Mind. Body. Soul. - Spellbound 2 (Europe) (En,Fr,De,Es,It).nds",nds,"Mind. Body. Soul. - Spellbound 2 (Europe) (En,Fr,De,Es,It).nds"
"nds/Monde de Titeuf, Le (Europe) (En,Fr,Es).nds",nds,"Monde de Titeuf, Le (Europe) (En,Fr,Es).nds"
"nds/Monkey Madness - Island Escape (USA) (En,Fr,Es).nds",nds,"Monkey Madness - Island Escape (USA) (En,Fr,Es).nds"
nds/Monopoly + Boggle + Yahtzee + Battleship (USA).nds,nds,Monopoly + Boggle + Yahtzee + Battleship (USA).nds
"nds/Monster Band (USA) (En,Fr,De,Es,It).nds",nds,"Monster Band (USA) (En,Fr,De,Es,It).nds"
"nds/Monster High - 13 Wishes (USA) (En,Fr,Es).nds",nds,"Monster High - 13 Wishes (USA) (En,Fr,Es).nds"
nds/Monster Trucks Mayhem + ATV - Thunder Ridge Riders (USA).nds,nds,Monster Trucks Mayhem + ATV - Thunder Ridge Riders (USA).nds
"nds/Moorhuhn - Star Karts (Europe) (En,Fr,De,Es,It).nds",nds,"Moorhuhn - Star Karts (Europe) (En,Fr,De,Es,It).nds"
"nds/Moorhuhn Adventure - The Pharaoh's Treasure (Europe) (En,Fr,De,Es,It).nds",nds,"Moorhuhn Adventure - The Pharaoh's Treasure (Europe) (En,Fr,De,Es,It).nds"
"nds/Moorhuhn DS (Europe) (En,Fr,De,Es,It,Nl).nds",nds,"Moorhuhn DS (Europe) (En,Fr,De,Es,It,Nl).nds"
"nds/Moorhuhn Jump'n Run - Atlantis (Europe) (En,Fr,De,Es,It).nds",nds,"Moorhuhn Jump'n Run - Atlantis (Europe) (En,Fr,De,Es,It).nds"
"nds/More Brain Training from Dr Kawashima - How Old Is Your Brain (Europe) (En,Fr,De,Es,It,Nl).nds",nds,"More Brain Training from Dr Kawashima - How Old Is Your Brain (Europe) (En,Fr,De,Es,It,Nl).nds"
"nds/More TouchMaster (Europe) (En,Fr,De,Es,It).nds",nds,"More TouchMaster (Europe) (En,Fr,De,Es,It).nds"
nds/Moshi Monsters - Katsuma Unleashed (USA).nds,nds,Moshi Monsters - Katsuma Unleashed (USA).nds
"nds/Moto Racer DS (USA) (En,Fr,Es).nds",nds,"Moto Racer DS (USA) (En,Fr,Es).nds"
nds/Mr. Driller - Drill Spirits (USA).nds,nds,Mr. Driller - Drill Spirits (USA).nds
"nds/Mr. Slime Jr. (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da).nds",nds,"Mr. Slime Jr. (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da).nds"
"nds/Mummy, The - Tomb of the Dragon Emperor (USA) (En,Fr,De,Es,It).nds",nds,"Mummy, The - Tomb of the Dragon Emperor (USA) (En,Fr,De,Es,It).nds"
"nds/Music Star - I Wanna Be a Popstar (Europe) (En,Fr,De,Es,It,Nl).nds",nds,"Music Star - I Wanna Be a Popstar (Europe) (En,Fr,De,Es,It,Nl).nds"
"nds/Music for Kids (Europe) (En,De) (NDSi Enhanced).nds",nds,"Music for Kids (Europe) (En,De) (NDSi Enhanced).nds"
nds/My Amusement Park (USA).nds,nds,My Amusement Park (USA).nds
nds/My Amusement Park + Digging for Dinosaurs (USA).nds,nds,My Amusement Park + Digging for Dinosaurs (USA).nds
"nds/My Baby 2 - Boy & Girl (Europe) (En,Fr,De,Es,It,Nl).nds",nds,"My Baby 2 - Boy & Girl (Europe) (En,Fr,De,Es,It,Nl).nds"
"nds/My Ballet Studio (USA) (En,Fr,De,Es,It).nds",nds,"My Ballet Studio (USA) (En,Fr,De,Es,It).nds"
"nds/My Best Friends - Cats & Dogs (Europe) (En,Fr,De,Es,It).nds",nds,"My Best Friends - Cats & Dogs (Europe) (En,Fr,De,Es,It).nds"
"nds/My Chinese Coach - Learn to Speak Chinese (Europe) (En,Fr,De,Es,It).nds",nds,"My Chinese Coach - Learn to Speak Chinese (Europe) (En,Fr,De,Es,It).nds"
"nds/My Dog Coach - Understand Your Dog with Cesar Millan (Europe) (En,Fr,Es).nds",nds,"My Dog Coach - Understand Your Dog with Cesar Millan (Europe) (En,Fr,Es).nds"
"nds/My Dogs Paradise (Europe) (En,Fr,De,Es,It,Nl).nds",nds,"My Dogs Paradise (Europe) (En,Fr,De,Es,It,Nl).nds"
"nds/My First Dollhouse (USA) (En,Fr,Es).nds",nds,"My First Dollhouse (USA) (En,Fr,Es).nds"
nds/My French Coach - Level 1 - Learn to Speak French (Europe).nds,nds,My French Coach - Level 1 - Learn to Speak French (Europe).nds
"nds/My Happy Kitchen (Europe) (En,Fr,De,Es,It).nds",nds,"My Happy Kitchen (Europe) (En,Fr,De,Es,It).nds"
"nds/My Health Coach - Manage Your Weight (Europe) (En,Fr,De,Es,It,Nl) (Rev 1).nds",nds,"My Health Coach - Manage Your Weight (Europe) (En,Fr,De,Es,It,Nl) (Rev 1).nds"
"nds/My Health Coach - Stop Smoking with Allen Carr (Europe) (En,Fr,De,Es,It,Nl).nds",nds,"My Health Coach - Stop Smoking with Allen Carr (Europe) (En,Fr,De,Es,It,Nl).nds"
"nds/My Horse & Me 2 (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da,Fi).nds",nds,"My Horse & Me 2 (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da,Fi).nds"
nds/My Japanese Coach - Learn to Speak Japanese (Europe).nds,nds,My Japanese Coach - Learn to Speak Japanese (Europe).nds
"nds/My Little Flufties (Europe) (En,Fr,De,Es,It).nds",nds,"My Little Flufties (Europe) (En,Fr,De,Es,It).nds"
"nds/My Own Pet Shelter (Europe) (En,Fr,De,Nl).nds",nds,"My Own Pet Shelter (Europe) (En,Fr,De,Nl).nds"
"nds/My Paris Fashion House (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da).nds",nds,"My Paris Fashion House (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da).nds"
"nds/My Pet Dolphin 2 (Europe) (En,Fr,De,Es,It).nds",nds,"My Pet Dolphin 2 (Europe) (En,Fr,De,Es,It).nds"
"nds/My Pet Hotel 2 (Europe) (En,It).nds",nds,"My Pet Hotel 2 (Europe) (En,It).nds"
"nds/My Pet Kitten (Europe) (En,Fr,De,Es,It).nds",nds,"My Pet Kitten (Europe) (En,Fr,De,Es,It).nds"
"nds/My Pet Parrot (Europe) (En,Fr,De,Es,It).nds",nds,"My Pet Parrot (Europe) (En,Fr,De,Es,It).nds"
"nds/My Pet Pony (Europe) (En,Fr,De,Es,It).nds",nds,"My Pet Pony (Europe) (En,Fr,De,Es,It).nds"
"nds/My Pet Puppy (Europe) (En,Fr,De,Es,It).nds",nds,"My Pet Puppy (Europe) (En,Fr,De,Es,It).nds"
"nds/My Pet Zoo Vet (Europe) (En,Fr,De,Es,It).nds",nds,"My Pet Zoo Vet (Europe) (En,Fr,De,Es,It).nds"
"nds/My Puppy Shop (Europe) (En,Fr,De,Es,It,Nl,Sv,Da).nds",nds,"My Puppy Shop (Europe) (En,Fr,De,Es,It,Nl,Sv,Da).nds"
nds/My Reading Tutor (USA).nds,nds,My Reading Tutor (USA).nds
"nds/My Spanish Coach - Level 1 (Europe) (En,Es).nds",nds,"My Spanish Coach - Level 1 (Europe) (En,Es).nds"
"nds/My Vet Practice - In Australia (Europe) (En,Fr,De,Es,It) [b].nds",nds,"My Vet Practice - In Australia (Europe) (En,Fr,De,Es,It) [b].nds"
"nds/My Vet Practice - In the Country (Europe) (En,Fr,De,Es,It).nds",nds,"My Vet Practice - In the Country (Europe) (En,Fr,De,Es,It).nds"
nds/My Virtual Tutor - Reading - K to 1st Grade (USA).nds,nds,My Virtual Tutor - Reading - K to 1st Grade (USA).nds
nds/My Virtual Tutor - Reading - Pre-K to Kindergarten (USA).nds,nds,My Virtual Tutor - Reading - Pre-K to Kindergarten (USA).nds
nds/My Word Coach - Develop Your Vocabulary (Europe).nds,nds,My Word Coach - Develop Your Vocabulary (Europe).nds
"nds/Mysterious Case of Dr. Jekyll & Mr. Hyde, The (USA).nds",nds,"Mysterious Case of Dr. Jekyll & Mr. Hyde, The (USA).nds"
"nds/Mystery Case Files - Prime Suspects (Europe) (En,Fr,De,Es,It,Nl).nds",nds,"Mystery Case Files - Prime Suspects (Europe) (En,Fr,De,Es,It,Nl).nds"
nds/Mystery Detective (Europe).nds,nds,Mystery Detective (Europe).nds
"nds/Mystery Mansion (Europe) (En,Fr,De,Es,It).nds",nds,"Mystery Mansion (Europe) (En,Fr,De,Es,It).nds"
nds/Mystery P.I. - Portrait of a Thief (USA).nds,nds,Mystery P.I. - Portrait of a Thief (USA).nds
"nds/Mystery Quest - Curse of the Ancient Spirits (USA) (En,Fr).nds",nds,"Mystery Quest - Curse of the Ancient Spirits (USA) (En,Fr).nds"
"nds/Mystery Stories (Europe) (En,Fr,De,Nl) (Rev 1).nds",nds,"Mystery Stories (Europe) (En,Fr,De,Nl) (Rev 1).nds"
nds/Mystery Stories - Curse of the Ancient Spirits (Europe).nds,nds,Mystery Stories - Curse of the Ancient Spirits (Europe).nds
"nds/Mystery Stories - Mountains of Madness (Europe) (En,Fr,De,Es,It,Nl).nds",nds,"Mystery Stories - Mountains of Madness (Europe) (En,Fr,De,Es,It,Nl).nds"
"nds/Naked Brothers Band, The - The Video Game (USA).nds",nds,"Naked Brothers Band, The - The Video Game (USA).nds"
nds/Nancy Drew DS - Mystery Andventure (USA) (Proto) (2007-09-14).nds,nds,Nancy Drew DS - Mystery Andventure (USA) (Proto) (2007-09-14).nds
"nds/Naruto - Ninja Council - European Version (Europe) (En,Fr,De,Es,It).nds",nds,"Naruto - Ninja Council - European Version (Europe) (En,Fr,De,Es,It).nds"
"nds/Naruto - Ninja Destiny - European Version (Europe) (En,Fr,De,Es,It).nds",nds,"Naruto - Ninja Destiny - European Version (Europe) (En,Fr,De,Es,It).nds"
"nds/Naruto - Ninja Destiny II - European Version (Europe) (En,Fr,De,Es,It).nds",nds,"Naruto - Ninja Destiny II - European Version (Europe) (En,Fr,De,Es,It).nds"
"nds/Naruto Shippuden - Ninja Council 3 - European Version (Europe) (En,Fr,De,Es,It).nds",nds,"Naruto Shippuden - Ninja Council 3 - European Version (Europe) (En,Fr,De,Es,It).nds"
"nds/New Carnival - Funfair Games (Europe) (En,Fr,De,Es,It,Nl) (NDSi Enhanced).nds",nds,"New Carnival - Funfair Games (Europe) (En,Fr,De,Es,It,Nl) (NDSi Enhanced).nds"
"nds/New York Times Crosswords, The (USA).nds",nds,"New York Times Crosswords, The (USA).nds"
"nds/Nickelodeon Dora and Friends' - Fantastic Flight (Europe) (En,Fr,Es,Nl).nds",nds,"Nickelodeon Dora and Friends' - Fantastic Flight (Europe) (En,Fr,Es,Nl).nds"
"nds/Night at the Museum 2 - The Video Game (Europe) (En,Fr,De).nds",nds,"Night at the Museum 2 - The Video Game (Europe) (En,Fr,De).nds"
nds/Nintendo Presents - Crossword Collection (Europe).nds,nds,Nintendo Presents - Crossword Collection (Europe).nds
"nds/Nintendo Presents - Style Boutique (Europe) (En,Fr,De,Es,It) (Rev 1).nds",nds,"Nintendo Presents - Style Boutique (Europe) (En,Fr,De,Es,It) (Rev 1).nds"
"nds/Nintendo Touch Golf - Birdie Challenge (Europe) (En,Ja,Fr,De,Es,It).nds",nds,"Nintendo Touch Golf - Birdie Challenge (Europe) (En,Ja,Fr,De,Es,It).nds"
"nds/Nintendo Zone Wireless Distribution Box DS Card (USA, Europe) (Rev 2) (Wi-Fi Kiosk).nds",nds,"Nintendo Zone Wireless Distribution Box DS Card (USA, Europe) (Rev 2) (Wi-Fi Kiosk).nds"
"nds/Nintendogs - Labrador & Friends (Europe) (En,Fr,De,Es,It).nds",nds,"Nintendogs - Labrador & Friends (Europe) (En,Fr,De,Es,It).nds"
nds/Okamiden (USA).nds,nds,Okamiden (USA).nds
nds/Once upon a time... - Ugly Duckling (USA) (Proto).nds,nds,Once upon a time... - Ugly Duckling (USA) (Proto).nds
"nds/Original Rummikub, The - Brings People Together (Europe) (En,Fr,De,Es,It,Nl) (DTP Entertainment AG).nds",nds,"Original Rummikub, The - Brings People Together (Europe) (En,Fr,De,Es,It,Nl) (DTP Entertainment AG).nds"
"nds/PDC World Championship Darts - The Official Video Game (Europe) (En,Fr,De,Es,It,Nl).nds",nds,"PDC World Championship Darts - The Official Video Game (Europe) (En,Fr,De,Es,It,Nl).nds"
"nds/Paard & Pony - Mijn Paardenstal (Netherlands) (En,Nl).nds",nds,"Paard & Pony - Mijn Paardenstal (Netherlands) (En,Nl).nds"
"nds/Pawly Pets - My Pet Hotel (Europe) (En,Fr).nds",nds,"Pawly Pets - My Pet Hotel (Europe) (En,Fr).nds"
nds/Pawly Pets - My Vet Practice (Europe).nds,nds,Pawly Pets - My Vet Practice (Europe).nds
"nds/Penguins of Madagascar, The (USA) (En,Fr) (NDSi Enhanced).nds",nds,"Penguins of Madagascar, The (USA) (En,Fr) (NDSi Enhanced).nds"
"nds/Penguins of Madagascar, The - Dr. Blowhole Returns Again! (USA) (En,Fr) (NDSi Enhanced).nds",nds,"Penguins of Madagascar, The - Dr. Blowhole Returns Again! (USA) (En,Fr) (NDSi Enhanced).nds"
"nds/Percy Jackson & the Lightning Thief (Europe) (En,Fr,De,Es,It).nds",nds,"Percy Jackson & the Lightning Thief (Europe) (En,Fr,De,Es,It).nds"
"nds/Personal Trainer DS for Men (Europe) (En,Fr,De,Es,It).nds",nds,"Personal Trainer DS for Men (Europe) (En,Fr,De,Es,It).nds"
"nds/Personal Trainer DS for Women (Europe) (En,Fr,De,Es,It).nds",nds,"Personal Trainer DS for Women (Europe) (En,Fr,De,Es,It).nds"
"nds/Personal Yoga Training - Learn in 15 Minutes a Day (Europe) (En,Fr,De,Es,It).nds",nds,"Personal Yoga Training - Learn in 15 Minutes a Day (Europe) (En,Fr,De,Es,It).nds"
"nds/Pet Alien (Europe) (En,Fr,De,Es,It).nds",nds,"Pet Alien (Europe) (En,Fr,De,Es,It).nds"
"nds/Pet Vet - Down Under (USA) (En,Fr).nds",nds,"Pet Vet - Down Under (USA) (En,Fr).nds"
"nds/Petz - Dog Superstar (Europe) (En,Fr,De,Es,It).nds",nds,"Petz - Dog Superstar (Europe) (En,Fr,De,Es,It).nds"
"nds/Petz - Fantasy (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da) (NDSi Enhanced).nds",nds,"Petz - Fantasy (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da) (NDSi Enhanced).nds"
"nds/Petz - Fashion Stars (Europe) (En,Fr,De,Es,It,Nl).nds",nds,"Petz - Fashion Stars (Europe) (En,Fr,De,Es,It,Nl).nds"
"nds/Petz - Hamster Superstar (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da).nds",nds,"Petz - Hamster Superstar (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da).nds"
"nds/Petz - Horsez Family (USA) (En,Fr,Es) (NDSi Enhanced).nds",nds,"Petz - Horsez Family (USA) (En,Fr,Es) (NDSi Enhanced).nds"
"nds/Petz - My Baby Panda (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da).nds",nds,"Petz - My Baby Panda (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da).nds"
"nds/Petz - My Horse Family (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da).nds",nds,"Petz - My Horse Family (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da).nds"
"nds/Petz - My Kitten Family (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da).nds",nds,"Petz - My Kitten Family (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da).nds"
"nds/Petz - My Monkey Family (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da).nds",nds,"Petz - My Monkey Family (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da).nds"
"nds/Petz - My Puppy Family (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da) (Rev 1).nds",nds,"Petz - My Puppy Family (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da) (Rev 1).nds"
"nds/Petz - Playschool (Europe) (En,Fr,De,Es,It).nds",nds,"Petz - Playschool (Europe) (En,Fr,De,Es,It).nds"
"nds/Petz - Pony Club (Europe) (En,Fr,De,Es,It).nds",nds,"Petz - Pony Club (Europe) (En,Fr,De,Es,It).nds"
"nds/Pferd & Pony - Mein Gestuet (Europe) (En,De).nds",nds,"Pferd & Pony - Mein Gestuet (Europe) (En,De).nds"
